Occupancy,FIRM,Flood Zone,Total loss ratio (%),Foundation (%),Below First Floor (%),Structure Framing (%),Roof Covering (%),Roof Framing (%),Exterior Walls (%),Interiors (%)
RES1,0,CA,100,0,0,0.03,0,0,0.76,99.21
RES1,0,V ,0,0,0,0,0,0,0,0
RES1,0,V ,10,0,0,0,0,0,0.02,9.98
RES1,0,V ,20,0,0,0,0,0,0.14,19.86
RES1,0,V ,30,0,0,0.01,0,0,0.22,29.77
RES1,0,V ,40,0,0,0.01,0,0,0.28,39.71
RES1,0,V ,50,0,0,0.01,0,0,0.37,49.62
RES1,0,V ,60,0,0,0.01,0,0,0.42,59.56
RES1,0,V ,70,0,0,0.02,0,0,0.51,69.48
RES1,0,V ,80,0,0,0.02,0,0,0.56,79.42
RES1,0,V ,90,0,0,0.02,0,0,0.61,89.37
RES1,0,V ,100,0,0,0.03,0,0,0.76,99.21
RES1,1,A ,0,0,0,0,0,0,0,0
RES1,1,A ,10,0,0,0,0,0,0.03,9.97
RES1,1,A ,20,0,0,0,0,0,0.1,19.9
RES1,1,A ,30,0,0,0,0,0,0.18,29.82
RES1,1,A ,40,0,0,0,0,0,0.26,39.74
RES1,1,A ,50,0,0,0,0,0,0.31,49.69
RES1,1,A ,60,0,0,0,0,0,0.36,59.64
RES1,1,A ,70,0,0,0,0,0,0.41,69.59
RES1,1,A ,80,0,0,0,0,0,0.54,79.46
RES1,1,A ,90,0,0,0.01,0,0,0.64,89.35
RES1,1,A ,100,0.01,0,0.02,0,0,0.65,99.33
RES1,1,CA,0,0,0,0,0,0,0,0
RES1,1,CA,10,0,0,0,0,0,0.04,9.96
RES1,1,CA,20,0,0,0,0,0,0.13,19.87
RES1,1,CA,30,0,0,0,0,0,0.23,29.77
RES1,1,CA,40,0,0,0,0,0,0.28,39.72
RES1,1,CA,50,0,0,0,0,0,0.39,49.6
RES1,1,CA,60,0,0,0,0,0,0.46,59.54
RES1,1,CA,70,0,0,0,0,0,0.55,69.45
RES1,1,CA,80,0,0,0,0,0,0.62,79.38
RES1,1,CA,90,0,0,0.01,0,0,0.64,89.34
RES1,1,CA,100,0.01,0,0.01,0,0,0.7,99.28
RES1,1,V ,0,0,0,0,0,0,0,0
RES1,1,V ,10,0,0,0,0,0,0.04,9.96
RES1,1,V ,20,0,0,0,0,0,0.13,19.87
RES1,1,V ,30,0,0,0,0,0,0.23,29.77
RES1,1,V ,40,0,0,0,0,0,0.28,39.72
RES1,1,V ,50,0,0,0,0,0,0.39,49.61
RES1,1,V ,60,0,0,0,0,0,0.46,59.54
RES1,1,V ,70,0,0,0,0,0,0.54,69.46
RES1,1,V ,80,0,0,0,0,0,0.62,79.38
RES1,1,V ,90,0,0,0.01,0,0,0.64,89.34
RES1,1,V ,100,0.01,0,0.01,0,0,0.7,99.28
RES2,0,A ,0,0,0,0,0,0,0,0
RES2,0,A ,10,0,0,0,0,0,0.02,9.98
RES2,0,A ,20,0,0,0,0,0,0.02,19.98
RES2,0,A ,30,0,0,0,0,0,0.04,29.96
RES2,0,A ,40,0,0,0,0,0,0.09,39.91
RES2,0,A ,50,0,0,0,0,0,0.13,49.87
RES2,0,A ,60,0,0,0,0,0,0.16,59.84
RES2,0,A ,70,0,0,0,0,0,0.19,69.81
RES2,0,A ,80,0,0,0,0,0,0.28,79.72
RES2,0,A ,90,0,0,0,0,0,0.39,89.61
RES2,0,A ,100,0,0,0,0,0,0.52,99.48
RES2,0,CA,0,0,0,0,0,0,0,0
RES2,0,CA,10,0,0,0,0,0,0.04,9.96
RES2,0,CA,20,0,0,0,0,0,0.06,19.94
RES2,0,CA,30,0,0,0,0,0,0.12,29.88
RES2,0,CA,40,0,0,0,0,0,0.17,39.83
RES2,0,CA,50,0,0,0,0,0,0.2,49.8
RES2,0,CA,60,0,0,0,0,0,0.24,59.76
RES2,0,CA,70,0,0,0,0,0,0.26,69.74
RES2,0,CA,80,0,0,0,0,0,0.3,79.69
RES2,0,CA,90,0,0,0,0,0,0.36,89.64
RES2,0,CA,100,0,0,0,0,0,0.52,99.48
RES2,0,V ,0,0,0,0,0,0,0,0
RES2,0,V ,10,0,0,0,0,0,0.04,9.96
RES2,0,V ,20,0,0,0,0,0,0.06,19.94
RES2,0,V ,30,0,0,0,0,0,0.12,29.88
RES2,0,V ,40,0,0,0,0,0,0.17,39.83
RES2,0,V ,50,0,0,0,0,0,0.2,49.8
RES2,0,V ,60,0,0,0,0,0,0.24,59.76
RES2,0,V ,70,0,0,0,0,0,0.26,69.74
RES2,0,V ,80,0,0,0,0,0,0.3,79.69
RES2,0,V ,90,0,0,0,0,0,0.36,89.64
RES2,0,V ,100,0,0,0,0,0,0.52,99.48
RES2,1,A ,0,0,0,0,0,0,0,0
RES2,1,A ,10,0,0,0,0,0,0.05,9.95
RES2,1,A ,20,0,0,0,0,0,0.07,19.93
RES2,1,A ,30,0,0,0,0,0,0.12,29.88
RES2,1,A ,40,0,0,0,0,0,0.15,39.85
RES2,1,A ,50,0,0,0,0,0,0.2,49.8
RES2,1,A ,60,0,0,0,0,0,0.24,59.76
RES2,1,A ,70,0,0,0,0,0,0.27,69.73
RES2,1,A ,80,0,0,0,0,0,0.31,79.69
RES2,1,A ,90,0,0,0,0,0,0.48,89.51
RES2,1,A ,100,0,0,0,0,0,0.61,99.39
RES2,1,CA,0,0,0,0,0,0,0,0
RES2,1,CA,10,0,0,0,0,0,0.05,9.95
RES2,1,CA,20,0,0,0,0,0,0.11,19.89
RES2,1,CA,30,0,0,0,0,0,0.19,29.81
RES2,1,CA,40,0,0,0,0,0,0.22,39.78
RES2,1,CA,50,0,0,0,0,0,0.3,49.7
RES2,1,CA,60,0,0,0,0,0,0.36,59.64
RES2,1,CA,70,0,0,0,0,0,0.38,69.62
RES2,1,CA,80,0,0,0,0,0,0.42,79.58
RES2,1,CA,90,0,0,0,0,0,0.47,89.53
RES2,1,CA,100,0,0,0,0,0,0.61,99.39
RES2,1,V ,0,0,0,0,0,0,0,0
RES2,1,V ,10,0,0,0,0,0,0.05,9.95
RES2,1,V ,20,0,0,0,0,0,0.11,19.89
RES2,1,V ,30,0,0,0,0,0,0.19,29.81
RES2,1,V ,40,0,0,0,0,0,0.22,39.78
RES2,1,V ,50,0,0,0,0,0,0.3,49.7
RES2,1,V ,60,0,0,0,0,0,0.36,59.64
RES2,1,V ,70,0,0,0,0,0,0.38,69.62
RES2,1,V ,80,0,0,0,0,0,0.42,79.58
RES2,1,V ,90,0,0,0,0,0,0.47,89.53
RES2,1,V ,100,0,0,0,0,0,0.61,99.39
RES3A,0,A ,0,0,0,0,0,0,0,0
RES3A,0,A ,10,0,0,0,0,0,0.03,9.97
RES3A,0,A ,20,0,0,0,0,0,0.1,19.9
RES3A,0,A ,30,0,0,0,0,0,0.19,29.81
RES3A,0,A ,40,0,0,0,0,0,0.28,39.72
RES3A,0,A ,50,0,0,0,0,0,0.35,49.65
RES3A,0,A ,60,0,0,0,0,0,0.39,59.61
RES3A,0,A ,70,0,0,0,0,0,0.45,69.55
RES3A,0,A ,80,0,0,0,0,0,0.54,79.45
RES3A,0,A ,90,0,0,0.02,0,0,0.65,89.33
RES3A,0,A ,100,0,0,0.04,0,0,0.65,99.3
RES3A,0,CA,0,0,0,0,0,0,0,0
RES3A,0,CA,10,0,0,0,0,0,0.02,9.98
RES3A,0,CA,20,0,0,0,0,0,0.14,19.86
RES3A,0,CA,30,0,0,0.01,0,0,0.22,29.77
RES3A,0,CA,40,0,0,0.01,0,0,0.28,39.71
RES3A,0,CA,50,0,0,0.01,0,0,0.37,49.62
RES3A,0,CA,60,0,0,0.01,0,0,0.42,59.56
RES3A,0,CA,70,0,0,0.02,0,0,0.51,69.48
RES3A,0,CA,80,0,0,0.02,0,0,0.56,79.42
RES3A,0,CA,90,0,0,0.02,0,0,0.61,89.37
RES3A,0,CA,100,0,0,0.03,0,0,0.76,99.21
RES3A,0,V ,0,0,0,0,0,0,0,0
RES3A,0,V ,10,0,0,0,0,0,0.02,9.98
RES3A,0,V ,20,0,0,0,0,0,0.14,19.86
RES3A,0,V ,30,0,0,0.01,0,0,0.22,29.77
RES3A,0,V ,40,0,0,0.01,0,0,0.28,39.71
RES3A,0,V ,50,0,0,0.01,0,0,0.37,49.62
RES3A,0,V ,60,0,0,0.01,0,0,0.42,59.56
RES3A,0,V ,70,0,0,0.02,0,0,0.51,69.48
RES3A,0,V ,80,0,0,0.02,0,0,0.56,79.42
RES3A,0,V ,90,0,0,0.02,0,0,0.61,89.37
RES3A,0,V ,100,0,0,0.03,0,0,0.76,99.21
RES3A,1,A ,0,0,0,0,0,0,0,0
RES3A,1,A ,10,0,0,0,0,0,0.03,9.97
RES3A,1,A ,20,0,0,0,0,0,0.1,19.9
RES3A,1,A ,30,0,0,0,0,0,0.18,29.82
RES3A,1,A ,40,0,0,0,0,0,0.26,39.74
RES3A,1,A ,50,0,0,0,0,0,0.31,49.69
RES3A,1,A ,60,0,0,0,0,0,0.36,59.64
RES3A,1,A ,70,0,0,0,0,0,0.42,69.58
RES3A,1,A ,80,0,0,0,0,0,0.54,79.46
RES3A,1,A ,90,0,0,0.01,0,0,0.65,89.34
RES3A,1,A ,100,0.01,0,0.01,0,0,0.65,99.33
RES3A,1,CA,0,0,0,0,0,0,0,0
RES3A,1,CA,10,0,0,0,0,0,0.04,9.96
RES3A,1,CA,20,0,0,0,0,0,0.13,19.87
RES3A,1,CA,30,0,0,0,0,0,0.23,29.77
RES3A,1,CA,40,0,0,0,0,0,0.28,39.72
RES3A,1,CA,50,0,0,0,0,0,0.39,49.61
RES3A,1,CA,60,0,0,0,0,0,0.46,59.54
RES3A,1,CA,70,0,0,0,0,0,0.54,69.46
RES3A,1,CA,80,0,0,0,0,0,0.62,79.38
RES3A,1,CA,90,0,0,0.01,0,0,0.64,89.34
RES3A,1,CA,100,0.01,0,0.01,0,0,0.7,99.28
RES3A,1,V ,0,0,0,0,0,0,0,0
RES3A,1,V ,10,0,0,0,0,0,0.04,9.96
RES3A,1,V ,20,0,0,0,0,0,0.13,19.87
RES3A,1,V ,30,0,0,0,0,0,0.23,29.77
RES3A,1,V ,40,0,0,0,0,0,0.28,39.72
RES3A,1,V ,50,0,0,0,0,0,0.39,49.61
RES3A,1,V ,60,0,0,0,0,0,0.46,59.54
RES3A,1,V ,70,0,0,0,0,0,0.54,69.46
RES3A,1,V ,80,0,0,0,0,0,0.62,79.38
RES3A,1,V ,90,0,0,0.01,0,0,0.64,89.34
RES3A,1,V ,100,0.01,0,0.01,0,0,0.7,99.28
RES3B,0,A ,0,0,0,0,0,0,0,0
RES3B,0,A ,10,0,0,0,0,0,0.03,9.97
RES3B,0,A ,20,0,0,0,0,0,0.1,19.9
RES3B,0,A ,30,0,0,0,0,0,0.19,29.81
RES3B,0,A ,40,0,0,0,0,0,0.28,39.72
RES3B,0,A ,50,0,0,0,0,0,0.34,49.66
RES3B,0,A ,60,0,0,0,0,0,0.39,59.61
RES3B,0,A ,70,0,0,0,0,0,0.45,69.55
RES3B,0,A ,80,0,0,0,0,0,0.54,79.45
RES3B,0,A ,90,0,0,0.02,0,0,0.65,89.33
RES3B,0,A ,100,0,0,0.04,0,0,0.65,99.3
RES3B,0,CA,0,0,0,0,0,0,0,0
RES3B,0,CA,10,0,0,0,0,0,0.02,9.98
RES3B,0,CA,20,0,0,0,0,0,0.14,19.86
RES3B,0,CA,30,0,0,0.01,0,0,0.22,29.77
RES3B,0,CA,40,0,0,0.01,0,0,0.28,39.71
RES3B,0,CA,50,0,0,0.01,0,0,0.37,49.62
RES3B,0,CA,60,0,0,0.01,0,0,0.42,59.56
RES3B,0,CA,70,0,0,0.02,0,0,0.51,69.48
RES3B,0,CA,80,0,0,0.02,0,0,0.56,79.42
RES3B,0,CA,90,0,0,0.02,0,0,0.61,89.37
RES3B,0,CA,100,0,0,0.03,0,0,0.76,99.21
RES3B,0,V ,0,0,0,0,0,0,0,0
RES3B,0,V ,10,0,0,0,0,0,0.02,9.98
RES3B,0,V ,20,0,0,0,0,0,0.14,19.86
RES3B,0,V ,30,0,0,0.01,0,0,0.22,29.77
RES3B,0,V ,40,0,0,0.01,0,0,0.28,39.71
RES3B,0,V ,50,0,0,0.01,0,0,0.37,49.62
RES3B,0,V ,60,0,0,0.01,0,0,0.42,59.56
RES3B,0,V ,70,0,0,0.02,0,0,0.51,69.48
RES3B,0,V ,80,0,0,0.02,0,0,0.56,79.42
RES3B,0,V ,90,0,0,0.02,0,0,0.61,89.37
RES3B,0,V ,100,0,0,0.03,0,0,0.76,99.21
RES3B,1,A ,0,0,0,0,0,0,0,0
RES3B,1,A ,10,0,0,0,0,0,0.03,9.97
RES3B,1,A ,20,0,0,0,0,0,0.1,19.9
RES3B,1,A ,30,0,0,0,0,0,0.18,29.82
RES3B,1,A ,40,0,0,0,0,0,0.26,39.74
RES3B,1,A ,50,0,0,0,0,0,0.31,49.69
RES3B,1,A ,60,0,0,0,0,0,0.36,59.64
RES3B,1,A ,70,0,0,0,0,0,0.41,69.59
RES3B,1,A ,80,0,0,0,0,0,0.54,79.46
RES3B,1,A ,90,0,0,0.01,0,0,0.64,89.35
RES3B,1,A ,100,0.01,0,0.01,0,0,0.65,99.33
RES3B,1,CA,0,0,0,0,0,0,0,0
RES3B,1,CA,10,0,0,0,0,0,0.04,9.96
RES3B,1,CA,20,0,0,0,0,0,0.13,19.87
RES3B,1,CA,30,0,0,0,0,0,0.23,29.77
RES3B,1,CA,40,0,0,0,0,0,0.28,39.72
RES3B,1,CA,50,0,0,0,0,0,0.39,49.61
RES3B,1,CA,60,0,0,0,0,0,0.46,59.54
RES3B,1,CA,70,0,0,0,0,0,0.54,69.46
RES3B,1,CA,80,0,0,0,0,0,0.62,79.38
RES3B,1,CA,90,0,0,0.01,0,0,0.64,89.34
RES3B,1,CA,100,0.01,0,0.01,0,0,0.7,99.28
RES3B,1,V ,0,0,0,0,0,0,0,0
RES3B,1,V ,10,0,0,0,0,0,0.04,9.96
RES3B,1,V ,20,0,0,0,0,0,0.13,19.87
RES3B,1,V ,30,0,0,0,0,0,0.23,29.77
RES3B,1,V ,40,0,0,0,0,0,0.28,39.72
RES3B,1,V ,50,0,0,0,0,0,0.39,49.61
RES3B,1,V ,60,0,0,0,0,0,0.46,59.54
RES3B,1,V ,70,0,0,0,0,0,0.54,69.46
RES3B,1,V ,80,0,0,0,0,0,0.62,79.38
RES3B,1,V ,90,0,0,0.01,0,0,0.64,89.34
RES3B,1,V ,100,0.01,0,0.01,0,0,0.7,99.28
RES3C,0,A ,0,0,0,0,0,0,0,0
RES3C,0,A ,10,0,0,0,0,0,0,10
RES3C,0,A ,20,0,0,0,0,0,0,20
RES3C,0,A ,30,0,0,0,0,0,0,30
RES3C,0,A ,40,0,0,0,0,0,0,40
RES3C,0,A ,50,0,0,0,0,0,0,50
RES3C,0,A ,60,0,0,0,0,0,0,60
RES3C,0,A ,70,0,0,0,0,0,0,70
RES3C,0,A ,80,0,0,0,0,0,0,80
RES3C,0,A ,90,0,0,0,0,0,0,90
RES3C,0,A ,100,0,0,0,0,0,0,99.99
RES3C,0,CA,0,0,0,0,0,0,0,0
RES3C,0,CA,10,0,0,0,0,0,0,10
RES3C,0,CA,20,0,0,0,0,0,0,20
RES3C,0,CA,30,0,0,0,0,0,0,30
RES3C,0,CA,40,0,0,0,0,0,0,40
RES3C,0,CA,50,0,0,0,0,0,0,50
RES3C,0,CA,60,0,0,0,0,0,0,60
RES3C,0,CA,70,0,0,0,0,0,0,70
RES3C,0,CA,80,0,0,0,0,0,0,79.99
RES3C,0,CA,90,0,0,0,0,0,0,89.99
RES3C,0,CA,100,0,0,0,0,0,0,99.99
RES3C,0,V ,0,0,0,0,0,0,0,0
RES3C,0,V ,10,0,0,0,0,0,0,10
RES3C,0,V ,20,0,0,0,0,0,0,20
RES3C,0,V ,30,0,0,0,0,0,0,30
RES3C,0,V ,40,0,0,0,0,0,0,40
RES3C,0,V ,50,0,0,0,0,0,0,50
RES3C,0,V ,60,0,0,0,0,0,0,60
RES3C,0,V ,70,0,0,0,0,0,0,70
RES3C,0,V ,80,0,0,0,0,0,0,79.99
RES3C,0,V ,90,0,0,0,0,0,0,89.99
RES3C,0,V ,100,0,0,0,0,0,0,99.99
RES3C,1,A ,0,0,0,0,0,0,0,0
RES3C,1,A ,10,0,0,0,0,0,0,10
RES3C,1,A ,20,0,0,0,0,0,0,20
RES3C,1,A ,30,0,0,0,0,0,0,30
RES3C,1,A ,40,0,0,0,0,0,0,40
RES3C,1,A ,50,0,0,0,0,0,0,50
RES3C,1,A ,60,0,0,0,0,0,0,60
RES3C,1,A ,70,0,0,0,0,0,0,70
RES3C,1,A ,80,0,0,0,0,0,0,80
RES3C,1,A ,90,0,0,0,0,0,0,90
RES3C,1,A ,100,0,0,0,0,0,0,99.99
RES3C,1,CA,0,0,0,0,0,0,0,0
RES3C,1,CA,10,0,0,0,0,0,0,10
RES3C,1,CA,20,0,0,0,0,0,0,20
RES3C,1,CA,30,0,0,0,0,0,0,30
RES3C,1,CA,40,0,0,0,0,0,0,40
RES3C,1,CA,50,0,0,0,0,0,0,50
RES3C,1,CA,60,0,0,0,0,0,0,60
RES3C,1,CA,70,0,0,0,0,0,0,70
RES3C,1,CA,80,0,0,0,0,0,0,80
RES3C,1,CA,90,0,0,0,0,0,0,90
RES3C,1,CA,100,0,0,0,0,0,0,99.99
RES3C,1,V ,0,0,0,0,0,0,0,0
RES3C,1,V ,10,0,0,0,0,0,0,10
RES3C,1,V ,20,0,0,0,0,0,0,20
RES3C,1,V ,30,0,0,0,0,0,0,30
RES3C,1,V ,40,0,0,0,0,0,0,40
RES3C,1,V ,50,0,0,0,0,0,0,50
RES3C,1,V ,60,0,0,0,0,0,0,60
RES3C,1,V ,70,0,0,0,0,0,0,70
RES3C,1,V ,80,0,0,0,0,0,0,80
RES3C,1,V ,90,0,0,0,0,0,0,90
RES3C,1,V ,100,0,0,0,0,0,0,99.99
RES3D,0,A ,0,0,0,0,0,0,0,0
RES3D,0,A ,10,0,0,0,0,0,0,10
RES3D,0,A ,20,0,0,0,0,0,0,20
RES3D,0,A ,30,0,0,0,0,0,0,30
RES3D,0,A ,40,0,0,0,0,0,0,40
RES3D,0,A ,50,0,0,0,0,0,0,50
RES3D,0,A ,60,0,0,0,0,0,0,60
RES3D,0,A ,70,0,0,0,0,0,0,70
RES3D,0,A ,80,0,0,0,0,0,0,80
RES3D,0,A ,90,0,0,0,0,0,0,90
RES3D,0,A ,100,0,0,0,0,0,0,99.99
RES3D,0,CA,0,0,0,0,0,0,0,0
RES3D,0,CA,10,0,0,0,0,0,0,10
RES3D,0,CA,20,0,0,0,0,0,0,20
RES3D,0,CA,30,0,0,0,0,0,0,30
RES3D,0,CA,40,0,0,0,0,0,0,40
RES3D,0,CA,50,0,0,0,0,0,0,50
RES3D,0,CA,60,0,0,0,0,0,0,60
RES3D,0,CA,70,0,0,0,0,0,0,70
RES3D,0,CA,80,0,0,0,0,0,0,80
RES3D,0,CA,90,0,0,0,0,0,0,90
RES3D,0,CA,100,0,0,0,0,0,0,99.99
RES3D,0,V ,0,0,0,0,0,0,0,0
RES3D,0,V ,10,0,0,0,0,0,0,10
RES3D,0,V ,20,0,0,0,0,0,0,20
RES3D,0,V ,30,0,0,0,0,0,0,30
RES3D,0,V ,40,0,0,0,0,0,0,40
RES3D,0,V ,50,0,0,0,0,0,0,50
RES3D,0,V ,60,0,0,0,0,0,0,60
RES3D,0,V ,70,0,0,0,0,0,0,70
RES3D,0,V ,80,0,0,0,0,0,0,80
RES3D,0,V ,90,0,0,0,0,0,0,90
RES3D,0,V ,100,0,0,0,0,0,0,99.99
RES3D,1,A ,0,0,0,0,0,0,0,0
RES3D,1,A ,10,0,0,0,0,0,0,10
RES3D,1,A ,20,0,0,0,0,0,0,20
RES3D,1,A ,30,0,0,0,0,0,0,30
RES3D,1,A ,40,0,0,0,0,0,0,40
RES3D,1,A ,50,0,0,0,0,0,0,50
RES3D,1,A ,60,0,0,0,0,0,0,60
RES3D,1,A ,70,0,0,0,0,0,0,70
RES3D,1,A ,80,0,0,0,0,0,0,80
RES3D,1,A ,90,0,0,0,0,0,0,90
RES3D,1,A ,100,0,0,0,0,0,0,99.99
RES3D,1,CA,0,0,0,0,0,0,0,0
RES3D,1,CA,10,0,0,0,0,0,0,10
RES3D,1,CA,20,0,0,0,0,0,0,20
RES3D,1,CA,30,0,0,0,0,0,0,30
RES3D,1,CA,40,0,0,0,0,0,0,40
RES3D,1,CA,50,0,0,0,0,0,0,50
RES3D,1,CA,60,0,0,0,0,0,0,60
RES3D,1,CA,70,0,0,0,0,0,0,70
RES3D,1,CA,80,0,0,0,0,0,0,80
RES3D,1,CA,90,0,0,0,0,0,0,90
RES3D,1,CA,100,0,0,0,0,0,0,99.99
RES3D,1,V ,0,0,0,0,0,0,0,0
RES3D,1,V ,10,0,0,0,0,0,0,10
RES3D,1,V ,20,0,0,0,0,0,0,20
RES3D,1,V ,30,0,0,0,0,0,0,30
RES3D,1,V ,40,0,0,0,0,0,0,40
RES3D,1,V ,50,0,0,0,0,0,0,50
RES3D,1,V ,60,0,0,0,0,0,0,60
RES3D,1,V ,70,0,0,0,0,0,0,70
RES3D,1,V ,80,0,0,0,0,0,0,80
RES3D,1,V ,90,0,0,0,0,0,0,90
RES3D,1,V ,100,0,0,0,0,0,0,99.99
RES3E,0,A ,0,0,0,0,0,0,0,0
RES3E,0,A ,10,0,0,0,0,0,0,10
RES3E,0,A ,20,0,0,0,0,0,0,20
RES3E,0,A ,30,0,0,0,0,0,0,30
RES3E,0,A ,40,0,0,0,0,0,0,40
RES3E,0,A ,50,0,0,0,0,0,0,50
RES3E,0,A ,60,0,0,0,0,0,0,60
RES3E,0,A ,70,0,0,0,0,0,0,70
RES3E,0,A ,80,0,0,0,0,0,0,80
RES3E,0,A ,90,0,0,0,0,0,0,89.99
RES3E,0,A ,100,0,0,0.01,0,0,0.01,99.99
RES3E,0,CA,0,0,0,0,0,0,0,0
RES3E,0,CA,10,0,0,0,0,0,0,10
RES3E,0,CA,20,0,0,0,0,0,0,20
RES3E,0,CA,30,0,0,0,0,0,0,30
RES3E,0,CA,40,0,0,0,0,0,0,40
RES3E,0,CA,50,0,0,0,0,0,0,50
RES3E,0,CA,60,0,0,0,0,0,0,60
RES3E,0,CA,70,0,0,0,0,0,0,69.99
RES3E,0,CA,80,0,0,0,0,0,0,79.99
RES3E,0,CA,90,0,0,0,0,0,0,89.99
RES3E,0,CA,100,0,0,0.01,0,0,0.01,99.99
RES3E,0,V ,0,0,0,0,0,0,0,0
RES3E,0,V ,10,0,0,0,0,0,0,10
RES3E,0,V ,20,0,0,0,0,0,0,20
RES3E,0,V ,30,0,0,0,0,0,0,30
RES3E,0,V ,40,0,0,0,0,0,0,40
RES3E,0,V ,50,0,0,0,0,0,0,50
RES3E,0,V ,60,0,0,0,0,0,0,60
RES3E,0,V ,70,0,0,0,0,0,0,69.99
RES3E,0,V ,80,0,0,0,0,0,0,79.99
RES3E,0,V ,90,0,0,0,0,0,0,89.99
RES3E,0,V ,100,0,0,0.01,0,0,0.01,99.99
RES3E,1,A ,0,0,0,0,0,0,0,0
RES3E,1,A ,10,0,0,0,0,0,0,10
RES3E,1,A ,20,0,0,0,0,0,0,20
RES3E,1,A ,30,0,0,0,0,0,0,30
RES3E,1,A ,40,0,0,0,0,0,0,40
RES3E,1,A ,50,0,0,0,0,0,0,50
RES3E,1,A ,60,0,0,0,0,0,0,60
RES3E,1,A ,70,0,0,0,0,0,0,70
RES3E,1,A ,80,0,0,0,0,0,0.01,79.99
RES3E,1,A ,90,0,0,0,0,0,0.01,89.99
RES3E,1,A ,100,0,0,0.01,0,0,0.01,99.98
RES3E,1,CA,0,0,0,0,0,0,0,0
RES3E,1,CA,10,0,0,0,0,0,0,10
RES3E,1,CA,20,0,0,0,0,0,0,20
RES3E,1,CA,30,0,0,0,0,0,0,30
RES3E,1,CA,40,0,0,0,0,0,0,40
RES3E,1,CA,50,0,0,0,0,0,0,50
RES3E,1,CA,60,0,0,0,0,0,0,59.99
RES3E,1,CA,70,0,0,0,0,0,0.01,69.99
RES3E,1,CA,80,0,0,0,0,0,0.01,79.99
RES3E,1,CA,90,0,0,0,0,0,0.01,89.99
RES3E,1,CA,100,0,0,0.01,0,0,0.01,99.98
RES3E,1,V ,0,0,0,0,0,0,0,0
RES3E,1,V ,10,0,0,0,0,0,0,10
RES3E,1,V ,20,0,0,0,0,0,0,20
RES3E,1,V ,30,0,0,0,0,0,0,30
RES3E,1,V ,40,0,0,0,0,0,0,40
RES3E,1,V ,50,0,0,0,0,0,0,50
RES3E,1,V ,60,0,0,0,0,0,0,59.99
RES3E,1,V ,70,0,0,0,0,0,0.01,69.99
RES3E,1,V ,80,0,0,0,0,0,0.01,79.99
RES3E,1,V ,90,0,0,0,0,0,0.01,89.99
RES3E,1,V ,100,0,0,0.01,0,0,0.01,99.98
RES3F,0,A ,0,0,0,0,0,0,0,0
RES3F,0,A ,10,0,0,0,0,0,0,10
RES3F,0,A ,20,0,0,0,0,0,0,20
RES3F,0,A ,30,0,0,0,0,0,0,30
RES3F,0,A ,40,0,0,0,0,0,0,40
RES3F,0,A ,50,0,0,0,0,0,0,50
RES3F,0,A ,60,0,0,0,0,0,0.01,59.99
RES3F,0,A ,70,0,0,0,0,0,0.01,69.99
RES3F,0,A ,80,0,0,0,0,0,0.01,79.99
RES3F,0,A ,90,0,0,0,0,0,0.01,89.98
RES3F,0,A ,100,0,0,0,0,0,0.01,99.98
RES3F,0,CA,0,0,0,0,0,0,0,0
RES3F,0,CA,10,0,0,0,0,0,0,10
RES3F,0,CA,20,0,0,0,0,0,0,20
RES3F,0,CA,30,0,0,0,0,0,0,30
RES3F,0,CA,40,0,0,0,0,0,0.01,39.99
RES3F,0,CA,50,0,0,0,0,0,0.01,49.99
RES3F,0,CA,60,0,0,0,0,0,0.01,59.99
RES3F,0,CA,70,0,0,0,0,0,0.01,69.98
RES3F,0,CA,80,0,0,0,0,0,0.02,79.98
RES3F,0,CA,90,0,0,0,0,0,0.02,89.98
RES3F,0,CA,100,0,0,0,0,0,0.02,99.98
RES3F,0,V ,0,0,0,0,0,0,0,0
RES3F,0,V ,10,0,0,0,0,0,0,10
RES3F,0,V ,20,0,0,0,0,0,0,20
RES3F,0,V ,30,0,0,0,0,0,0,30
RES3F,0,V ,40,0,0,0,0,0,0.01,39.99
RES3F,0,V ,50,0,0,0,0,0,0.01,49.99
RES3F,0,V ,60,0,0,0,0,0,0.01,59.99
RES3F,0,V ,70,0,0,0,0,0,0.01,69.98
RES3F,0,V ,80,0,0,0,0,0,0.02,79.98
RES3F,0,V ,90,0,0,0,0,0,0.02,89.98
RES3F,0,V ,100,0,0,0,0,0,0.02,99.98
RES3F,1,A ,0,0,0,0,0,0,0,0
RES3F,1,A ,10,0,0,0,0,0,0,10
RES3F,1,A ,20,0,0,0,0,0,0,20
RES3F,1,A ,30,0,0,0,0,0,0,30
RES3F,1,A ,40,0,0,0,0,0,0,40
RES3F,1,A ,50,0,0,0,0,0,0,50
RES3F,1,A ,60,0,0,0,0,0,0,60
RES3F,1,A ,70,0,0,0,0,0,0,70
RES3F,1,A ,80,0,0,0,0,0,0,79.99
RES3F,1,A ,90,0,0,0,0,0,0.01,89.99
RES3F,1,A ,100,0,0,0,0,0,0.01,99.98
RES3F,1,CA,0,0,0,0,0,0,0,0
RES3F,1,CA,10,0,0,0,0,0,0,10
RES3F,1,CA,20,0,0,0,0,0,0,20
RES3F,1,CA,30,0,0,0,0,0,0,30
RES3F,1,CA,40,0,0,0,0,0,0,40
RES3F,1,CA,50,0,0,0,0,0,0.01,49.99
